,BHK,Rent,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,floor,area
3846,3.0,12000,1060,Super Area,Chennai,Semi-Furnished,Both,2.0,3,Urapakkam
3847,2.0,15000,1050,Super Area,Chennai,Semi-Furnished,Both,2.0,1,Medavakkam
3848,3.0,27000,1500,Carpet Area,Chennai,Unfurnished,Bachelors,3.0,2,Perungudi
3849,2.0,13000,890,Carpet Area,Chennai,Unfurnished,Bachelors,2.0,1,other
3850,2.0,9000,700,Carpet Area,Chennai,Unfurnished,Both,3.0,1,Keelkattalai
3851,3.0,25000,1146,Carpet Area,Chennai,Semi-Furnished,Both,2.0,1,other
3852,1.0,12000,700,Super Area,Chennai,Semi-Furnished,Both,1.0,1,Thiruvanmiyur
3853,2.0,18000,800,Carpet Area,Chennai,Semi-Furnished,Bachelors,2.0,0,other
3854,2.0,9500,640,Carpet Area,Chennai,Unfurnished,Both,2.0,0,Mogappair West
3855,2.0,14000,909,Super Area,Chennai,Semi-Furnished,Both,2.0,5,Mahindra World City
3856,4.0,40000,2175,Carpet Area,Chennai,Unfurnished,Bachelors,3.0,0,other
3857,4.0,67500,2175,Carpet Area,Chennai,Semi-Furnished,Both,3.5,0,other
3858,2.0,15000,400,Super Area,Chennai,Unfurnished,Both,2.0,1,other
3859,2.0,8500,886,Super Area,Chennai,Unfurnished,Family,2.0,2,other
3860,3.0,27500,1570,Super Area,Chennai,Semi-Furnished,Both,3.0,4,Sholinganallur
3861,2.0,15000,900,Super Area,Chennai,Unfurnished,Both,2.0,1,Kolathur
3862,1.0,5000,400,Super Area,Chennai,Unfurnished,Both,1.0,0,Medavakkam
3863,2.0,26000,1600,Super Area,Chennai,Semi-Furnished,Both,2.0,0,Madipakkam
3864,2.0,14000,1000,Super Area,Chennai,Unfurnished,Both,2.0,2,Chromepet
3865,2.0,20000,850,Super Area,Chennai,Semi-Furnished,Both,2.0,0,Velachery
3866,2.0,12000,750,Super Area,Chennai,Unfurnished,Both,2.0,0,other
3867,2.0,17000,750,Super Area,Chennai,Unfurnished,Both,2.0,1,other
3868,3.0,67500,2000,Carpet Area,Chennai,Semi-Furnished,Both,3.0,3,other
3869,3.0,19500,1270,Super Area,Chennai,Semi-Furnished,Bachelors,2.0,1,Madipakkam
3870,2.0,10000,2000,Carpet Area,Chennai,Semi-Furnished,Both,2.0,1,other
3871,2.0,32000,1250,Super Area,Chennai,Furnished,Both,2.0,3,Nungambakkam
3872,2.0,15000,1000,Super Area,Chennai,Unfurnished,Family,2.0,0,Velachery
3873,3.0,28000,1050,Carpet Area,Chennai,Semi-Furnished,Both,3.0,5,Pallavaram
3874,2.0,10677,800,Super Area,Chennai,Semi-Furnished,Both,2.0,5,Kelambakkam
3875,3.0,50000,1625,Super Area,Chennai,Furnished,Both,3.0,6,Old Mahabalipuram Road
3876,3.0,32500,1535,Super Area,Chennai,Unfurnished,Both,3.0,1,Karapakkam
3877,2.0,23000,850,Carpet Area,Chennai,Furnished,Both,2.0,1,Choolaimedu
3878,4.0,67500,2175,Carpet Area,Hyderabad,Semi-Furnished,Both,3.5,3,Financial District
3879,4.0,67500,2175,Carpet Area,Hyderabad,Semi-Furnished,Family,3.5,0,Jubilee Hills
3880,2.0,10000,1100,Super Area,Hyderabad,Unfurnished,Both,2.0,1,Meerpet
3881,3.0,60000,2175,Carpet Area,Hyderabad,Semi-Furnished,Both,3.0,1,Himayath Nagar
3882,2.0,12000,647,Super Area,Hyderabad,Unfurnished,Both,1.0,2,other
3883,3.0,48000,1798,Super Area,Hyderabad,Semi-Furnished,Both,3.0,6,Kondapur
3884,3.0,58000,1700,Carpet Area,Hyderabad,Furnished,Both,3.0,6,other
3885,2.0,14000,930,Super Area,Hyderabad,Semi-Furnished,Both,2.0,5,Langar Houz
3886,1.0,7000,150,Super Area,Hyderabad,Unfurnished,Both,1.0,0,Musheerabad
3887,2.0,13000,1200,Super Area,Hyderabad,Semi-Furnished,Both,2.0,3,Attapur
3888,2.0,11000,1250,Super Area,Hyderabad,Unfurnished,Both,2.0,2,other
3889,2.0,9500,900,Super Area,Hyderabad,Semi-Furnished,Both,2.0,3,other
3890,1.0,7500,500,Super Area,Hyderabad,Semi-Furnished,Both,1.0,2,Hyderguda
3891,2.0,14000,900,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2.0,0,other
3892,2.0,16000,1100,Super Area,Hyderabad,Furnished,Family,2.0,2,Hyderguda
3893,3.0,18000,1500,Super Area,Hyderabad,Semi-Furnished,Both,3.0,4,Hyderguda
3894,1.0,8200,500,Super Area,Hyderabad,Unfurnished,Both,1.0,1,Langar Houz
3895,3.0,12000,1300,Carpet Area,Hyderabad,Furnished,Both,3.0,1,Ghatkesar
3896,1.0,10000,300,Super Area,Hyderabad,Furnished,Both,1.0,6,Attapur
3897,2.0,13000,800,Super Area,Hyderabad,Semi-Furnished,Both,2.0,1,Jagadgiri Gutta
3898,3.0,22000,1400,Carpet Area,Hyderabad,Semi-Furnished,Both,2.0,1,other
3899,1.0,10500,500,Super Area,Hyderabad,Furnished,Both,1.0,0,Kothapet
3900,2.0,11000,750,Super Area,Hyderabad,Unfurnished,Both,2.0,3,other
3901,3.0,20000,1200,Super Area,Hyderabad,Semi-Furnished,Both,3.0,2,other
3902,3.0,14000,1350,Carpet Area,Hyderabad,Semi-Furnished,Both,2.0,3,other
3903,2.0,12500,1400,Super Area,Hyderabad,Unfurnished,Both,2.0,0,Nizampet
3904,1.0,10500,450,Super Area,Hyderabad,Unfurnished,Both,1.0,3,Madhapur
3905,3.0,30000,2061,Super Area,Hyderabad,Furnished,Both,3.0,1,Puppalaguda
3906,2.0,11000,100,Super Area,Hyderabad,Furnished,Family,2.0,2,Mehdipatnam
3907,2.0,9000,1100,Super Area,Hyderabad,Semi-Furnished,Both,2.0,2,Vanasthalipuram
3908,3.0,35000,1650,Carpet Area,Hyderabad,Semi-Furnished,Family,3.0,5,Kondapur
3909,3.0,23382,1500,Super Area,Hyderabad,Semi-Furnished,Both,3.0,1,Alkapur Township
3910,2.0,9500,1140,Super Area,Hyderabad,Semi-Furnished,Both,2.0,3,Nizampet
3911,2.0,9000,990,Super Area,Hyderabad,Unfurnished,Bachelors,2.0,0,Boduppal
3912,3.0,60000,1700,Super Area,Hyderabad,Semi-Furnished,Both,3.0,6,Gachibowli
3913,2.0,11000,1200,Super Area,Hyderabad,Unfurnished,Both,2.0,2,Bandlaguda Jagir
3914,2.0,11000,850,Super Area,Hyderabad,Unfurnished,Both,2.0,1,Mehdipatnam
3915,2.0,11000,900,Super Area,Hyderabad,Unfurnished,Both,2.0,2,Musheerabad
3916,2.0,8000,800,Super Area,Hyderabad,Semi-Furnished,Both,2.0,0,Gopanapalli
3917,2.0,9000,1000,Super Area,Hyderabad,Unfurnished,Bachelors,2.0,1,Hydershakote
3918,2.0,8000,1020,Super Area,Hyderabad,Semi-Furnished,Both,2.0,3,Hydershakote
3919,1.0,5500,300,Super Area,Hyderabad,Unfurnished,Both,1.0,0,other
3920,2.0,12000,1800,Super Area,Hyderabad,Semi-Furnished,Both,2.0,0,Quthbullapur
3921,3.0,25000,919,Carpet Area,Hyderabad,Semi-Furnished,Both,2.0,6,Rajendra Nagar
3922,3.0,23000,25,Carpet Area,Hyderabad,Semi-Furnished,Both,3.0,5,Sanath Nagar
3923,2.0,12000,1050,Super Area,Hyderabad,Semi-Furnished,Both,2.0,1,Bandlaguda Jagir
3924,2.0,6500,200,Carpet Area,Hyderabad,Unfurnished,Bachelors,2.0,0,Dammaiguda
3925,1.0,9000,450,Super Area,Hyderabad,Unfurnished,Both,1.0,1,other
3926,4.0,25000,1000,Super Area,Hyderabad,Semi-Furnished,Both,3.0,6,Narsingi
3927,3.0,12500,1250,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2.0,2,Kompally
3928,3.0,45000,1900,Carpet Area,Hyderabad,Unfurnished,Bachelors,3.0,6,Financial District
3929,2.0,27000,1500,Super Area,Hyderabad,Semi-Furnished,Both,2.0,0,Banjara Hills
3930,3.0,67500,2175,Carpet Area,Hyderabad,Semi-Furnished,Family,3.0,6,Vittal Rao Nagar
3931,2.0,9000,1800,Super Area,Hyderabad,Furnished,Both,2.0,1,Basheer Bagh
3932,2.0,12000,700,Carpet Area,Hyderabad,Unfurnished,Both,2.0,3,BHEL
3933,3.0,24000,1700,Super Area,Hyderabad,Unfurnished,Family,2.0,4,Alkapur Township
3934,2.0,15000,1200,Super Area,Hyderabad,Unfurnished,Bachelors,2.0,2,other
3935,3.0,24000,1600,Carpet Area,Hyderabad,Semi-Furnished,Both,3.0,3,Miyapur
3936,2.0,12000,745,Super Area,Hyderabad,Unfurnished,Both,2.0,6,Sainikpuri
3937,3.0,27000,2175,Super Area,Hyderabad,Semi-Furnished,Family,3.0,4,Nallagandla
3938,3.0,30000,1450,Carpet Area,Hyderabad,Semi-Furnished,Both,3.0,6,Chandanagar
3939,3.0,20000,1400,Super Area,Hyderabad,Semi-Furnished,Family,3.0,3,other
3940,3.0,22000,2000,Carpet Area,Hyderabad,Furnished,Bachelors,3.0,0,other
3941,4.0,25000,1815,Super Area,Hyderabad,Semi-Furnished,Both,3.0,2,Old Bowenpally
3942,2.0,23000,1000,Super Area,Hyderabad,Semi-Furnished,Both,1.0,0,Banjara Hills
3943,2.0,12000,1000,Super Area,Hyderabad,Unfurnished,Both,2.0,3,other
3944,2.0,18000,1200,Super Area,Hyderabad,Unfurnished,Both,3.0,5,Chanda Nagar
3945,3.0,55000,2175,Super Area,Hyderabad,Semi-Furnished,Bachelors,3.0,6,Gachibowli
3946,1.0,5000,140,Super Area,Hyderabad,Unfurnished,Both,1.0,2,Malkajgiri
3947,2.0,13000,1200,Super Area,Hyderabad,Semi-Furnished,Both,2.0,2,other
3948,2.0,9000,1100,Super Area,Hyderabad,Unfurnished,Both,3.0,2,Boduppal
3949,2.0,7000,800,Carpet Area,Hyderabad,Unfurnished,Bachelors,2.0,1,other
3950,3.0,28000,1500,Super Area,Hyderabad,Semi-Furnished,Both,3.0,3,Banjara Hills
3951,2.0,15000,1200,Super Area,Hyderabad,Semi-Furnished,Both,2.0,2,Amberpet
3952,3.0,14000,1350,Super Area,Hyderabad,Semi-Furnished,Both,3.0,2,other
3953,4.5,45000,2175,Carpet Area,Hyderabad,Unfurnished,Bachelors,3.0,3,other
3954,1.0,12000,1300,Super Area,Hyderabad,Furnished,Both,2.0,2,Alwal
3955,2.0,12500,1000,Super Area,Hyderabad,Semi-Furnished,Both,2.0,3,Upparpally
3956,2.0,13000,1210,Super Area,Hyderabad,Unfurnished,Both,2.0,4,Nizampet
3957,2.0,9500,1050,Super Area,Hyderabad,Unfurnished,Both,2.0,2,other
3958,3.0,35000,1600,Carpet Area,Hyderabad,Semi-Furnished,Family,3.0,6,Nallagandla
3959,1.0,4000,300,Super Area,Hyderabad,Unfurnished,Both,1.0,3,other
3960,1.0,8000,300,Super Area,Hyderabad,Semi-Furnished,Both,1.0,4,other
3961,2.0,12500,1010,Carpet Area,Hyderabad,Unfurnished,Bachelors,2.0,5,other
3962,3.0,65000,1850,Carpet Area,Hyderabad,Furnished,Bachelors,3.0,5,other
3963,2.0,13000,1300,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2.0,0,Ramanthapur
3964,2.0,12500,1100,Carpet Area,Hyderabad,Unfurnished,Bachelors,2.0,3,Chanda Nagar
3965,3.0,45000,2175,Carpet Area,Hyderabad,Semi-Furnished,Both,3.0,3,Himayath Nagar
3966,1.0,6000,500,Built Area,Hyderabad,Unfurnished,Both,1.0,5,other
3967,3.0,50000,2175,Super Area,Hyderabad,Semi-Furnished,Bachelors,3.0,4,Nallagandla
3968,3.0,40000,1900,Carpet Area,Hyderabad,Semi-Furnished,Both,3.0,4,Himayath Nagar
3969,3.0,30000,1600,Carpet Area,Hyderabad,Semi-Furnished,Both,3.0,2,Himayath Nagar
3970,2.0,7000,800,Super Area,Hyderabad,Unfurnished,Both,1.0,2,other
3971,3.0,25000,1600,Super Area,Hyderabad,Furnished,Both,3.0,2,Sanath Nagar
3972,1.0,9000,500,Super Area,Hyderabad,Unfurnished,Both,1.0,1,Miyapur
3973,3.0,16000,1500,Carpet Area,Hyderabad,Furnished,Family,3.0,2,Pragathi Nagar
3974,1.0,10500,650,Super Area,Hyderabad,Semi-Furnished,Both,1.0,1,Banjara Hills
3975,4.0,67500,2175,Carpet Area,Hyderabad,Semi-Furnished,Family,3.5,0,Vittal Rao Nagar
3976,2.0,9000,1200,Super Area,Hyderabad,Unfurnished,Both,2.0,0,Boduppal
3977,2.0,11000,800,Super Area,Hyderabad,Semi-Furnished,Both,2.0,2,Ram nagar
3978,3.0,24000,1200,Super Area,Hyderabad,Semi-Furnished,Both,3.5,1,Kachiguda
3979,2.0,12000,1000,Super Area,Hyderabad,Unfurnished,Both,1.0,2,Nallagandla
3980,2.0,20000,1600,Super Area,Hyderabad,Unfurnished,Family,3.0,1,Kothapet
3981,2.0,24000,1200,Carpet Area,Hyderabad,Furnished,Both,2.0,1,Dr A.S. Rao Nagar
3982,2.0,12000,1100,Super Area,Hyderabad,Semi-Furnished,Both,2.0,2,other
3983,3.0,12000,1250,Carpet Area,Hyderabad,Semi-Furnished,Family,3.0,2,Alwal
3984,2.0,10000,1100,Carpet Area,Hyderabad,Unfurnished,Both,2.0,0,other
3985,2.0,45000,1600,Super Area,Hyderabad,Furnished,Both,2.0,1,other
3986,2.0,22000,1000,Super Area,Hyderabad,Semi-Furnished,Both,2.0,2,Gachibowli
3987,1.0,6500,455,Super Area,Hyderabad,Unfurnished,Both,1.0,2,Bandlaguda Jagir
3988,3.0,40000,1473,Super Area,Hyderabad,Furnished,Both,2.0,6,Kukatpally
3989,4.5,67500,2175,Super Area,Hyderabad,Unfurnished,Both,3.5,0,Bandlaguda Jagir
3990,1.0,4000,400,Super Area,Hyderabad,Unfurnished,Both,1.0,0,Borabanda
3991,2.0,12000,1300,Super Area,Hyderabad,Semi-Furnished,Both,2.0,1,Gandhamguda
3992,4.0,27000,2175,Carpet Area,Hyderabad,Semi-Furnished,Family,3.5,2,other
3993,1.0,10000,500,Super Area,Hyderabad,Furnished,Both,1.0,2,Gachibowli
3994,2.0,10000,200,Super Area,Hyderabad,Unfurnished,Both,1.0,0,other
3995,2.0,10000,1200,Super Area,Hyderabad,Unfurnished,Both,2.0,0,other
3996,3.0,18000,1950,Super Area,Hyderabad,Semi-Furnished,Both,3.0,2,Toli Chowki
3997,1.0,14500,500,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1.0,2,Kondapur
3998,1.0,9000,500,Super Area,Hyderabad,Unfurnished,Both,3.0,3,Miyapur
3999,2.0,14000,1150,Super Area,Hyderabad,Furnished,Both,2.0,1,Bandlaguda Jagir
4000,2.0,18000,242,Super Area,Hyderabad,Unfurnished,Both,2.0,0,other
4001,2.0,9500,720,Carpet Area,Hyderabad,Semi-Furnished,Both,2.0,5,Pocharam
4002,3.0,49000,1800,Super Area,Hyderabad,Unfurnished,Bachelors,3.0,6,other
4003,1.0,9000,450,Super Area,Hyderabad,Semi-Furnished,Both,1.0,1,other
4004,2.0,67500,130,Super Area,Hyderabad,Unfurnished,Both,2.0,1,other
4005,2.0,8000,690,Super Area,Hyderabad,Unfurnished,Both,2.0,2,other
4006,2.0,13000,1000,Super Area,Hyderabad,Furnished,Both,2.0,2,Madhapur
4007,3.0,18000,1500,Super Area,Hyderabad,Semi-Furnished,Both,2.0,0,Shivaji Nagar
4008,3.0,18000,1150,Super Area,Hyderabad,Semi-Furnished,Both,3.0,0,New Nallakunta
4009,3.0,32000,1783,Super Area,Hyderabad,Semi-Furnished,Both,2.0,1,Gopanapalli
4010,2.0,15000,900,Super Area,Hyderabad,Unfurnished,Both,2.0,1,other
4011,3.0,35000,1725,Super Area,Hyderabad,Furnished,Both,3.0,2,Narsingi
4012,1.0,6000,680,Carpet Area,Hyderabad,Unfurnished,Both,1.0,0,other
4013,1.0,9000,550,Super Area,Hyderabad,Semi-Furnished,Both,1.0,2,Uppal
4014,2.0,9500,1290,Super Area,Hyderabad,Semi-Furnished,Both,2.0,1,other
4015,2.0,12500,1450,Super Area,Hyderabad,Semi-Furnished,Both,2.0,0,other
4016,2.0,25000,1300,Super Area,Hyderabad,Semi-Furnished,Both,2.0,3,Madhapur
4017,2.0,15000,1450,Super Area,Hyderabad,Semi-Furnished,Both,2.0,2,Nagole
4018,3.0,38000,1496,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2.0,6,Kondapur
4019,3.0,20000,1850,Super Area,Hyderabad,Semi-Furnished,Family,2.0,1,Kompally
4020,3.0,15000,1600,Carpet Area,Hyderabad,Semi-Furnished,Both,3.0,2,Old Bowenpally
4021,3.0,67500,2175,Carpet Area,Hyderabad,Semi-Furnished,Family,3.0,3,Jubilee Hills
4022,3.0,27000,1850,Super Area,Hyderabad,Semi-Furnished,Both,3.0,5,other
4023,2.0,16000,1210,Super Area,Hyderabad,Unfurnished,Both,2.0,3,other
4024,2.0,13000,1400,Super Area,Hyderabad,Semi-Furnished,Both,2.0,0,other
4025,2.0,10000,950,Super Area,Hyderabad,Semi-Furnished,Both,2.0,0,Uppal
4026,2.0,10000,878,Super Area,Hyderabad,Semi-Furnished,Both,2.0,3,Malkajgiri
4027,2.0,17000,875,Super Area,Hyderabad,Unfurnished,Both,2.0,2,Bolarum
4028,2.0,12500,300,Super Area,Hyderabad,Furnished,Both,2.0,3,Vanasthalipuram
4029,3.0,25000,1800,Super Area,Hyderabad,Furnished,Both,3.0,4,Nizampet
4030,3.0,35000,1956,Super Area,Hyderabad,Semi-Furnished,Bachelors,3.0,1,Miyapur
4031,2.0,12000,800,Super Area,Hyderabad,Unfurnished,Both,1.0,2,Kachiguda
4032,2.0,12000,1175,Super Area,Hyderabad,Unfurnished,Both,2.0,5,other
4033,2.0,15000,1080,Super Area,Hyderabad,Semi-Furnished,Both,2.0,3,other
4034,3.0,45000,1955,Super Area,Hyderabad,Unfurnished,Bachelors,3.0,1,Kondapur
4035,2.0,20000,950,Super Area,Hyderabad,Unfurnished,Both,2.0,1,Masab Tank
4036,2.0,15000,800,Super Area,Hyderabad,Unfurnished,Both,2.0,2,Mehdipatnam
4037,2.0,10000,1090,Super Area,Hyderabad,Unfurnished,Both,2.0,2,Hyder Shah Kote
4038,3.0,15000,1450,Carpet Area,Hyderabad,Semi-Furnished,Family,3.0,2,other
4039,2.0,19800,1070,Carpet Area,Hyderabad,Semi-Furnished,Both,2.0,3,other
4040,2.0,8500,60,Super Area,Hyderabad,Unfurnished,Both,2.0,3,other
4041,4.0,67500,2175,Carpet Area,Hyderabad,Furnished,Family,3.5,6,Vittal Rao Nagar
4042,1.0,8500,900,Carpet Area,Hyderabad,Unfurnished,Family,1.0,2,other
4043,1.0,4500,60,Super Area,Hyderabad,Semi-Furnished,Both,1.0,1,Hayathnagar
4044,2.0,9000,600,Super Area,Hyderabad,Unfurnished,Both,2.0,3,Kapra
4045,1.0,13000,750,Carpet Area,Hyderabad,Semi-Furnished,Family,1.0,3,other
4046,2.0,18000,900,Super Area,Hyderabad,Unfurnished,Both,2.0,2,Jubilee Hills
4047,3.0,26000,1800,Carpet Area,Hyderabad,Semi-Furnished,Both,3.0,2,other
4048,1.0,17000,470,Super Area,Hyderabad,Furnished,Both,1.0,3,Kondapur
4049,2.0,9000,720,Super Area,Hyderabad,Unfurnished,Both,2.0,1,Beeramguda
4050,1.0,8000,450,Super Area,Hyderabad,Unfurnished,Both,1.0,0,Somajiguda
4051,2.0,10000,600,Super Area,Hyderabad,Unfurnished,Both,2.0,6,other
4052,2.0,12000,1100,Super Area,Hyderabad,Unfurnished,Both,2.0,1,Hyder Shah Kote
4053,2.0,14000,1300,Super Area,Hyderabad,Unfurnished,Both,2.0,3,other
4054,2.0,25000,1500,Super Area,Hyderabad,Semi-Furnished,Both,2.0,0,other
4055,2.0,22000,1200,Super Area,Hyderabad,Furnished,Both,2.0,4,Gachibowli
4056,4.0,45000,2175,Super Area,Hyderabad,Semi-Furnished,Both,3.5,3,other
4057,3.0,20000,2000,Carpet Area,Hyderabad,Semi-Furnished,Both,3.0,1,Kapra
4058,2.0,16000,800,Super Area,Hyderabad,Unfurnished,Both,2.0,2,other
4059,3.0,35000,1000,Carpet Area,Hyderabad,Semi-Furnished,Both,3.0,3,Nizampet
4060,2.0,15000,1200,Super Area,Hyderabad,Unfurnished,Both,2.0,2,Manikonda
4061,1.0,5500,400,Super Area,Hyderabad,Unfurnished,Both,1.0,1,Ramanthapur
4062,3.0,35000,1250,Carpet Area,Hyderabad,Unfurnished,Bachelors,2.0,4,Somajiguda
4063,1.0,14000,700,Carpet Area,Hyderabad,Semi-Furnished,Both,1.0,5,other
4064,2.0,25000,1100,Super Area,Hyderabad,Furnished,Both,2.0,1,Alkapur Township
4065,4.0,36000,2050,Super Area,Hyderabad,Semi-Furnished,Both,2.0,1,Sainikpuri
4066,2.0,20000,1428,Super Area,Hyderabad,Semi-Furnished,Family,2.0,4,Beeramguda
4067,3.0,30000,1700,Carpet Area,Hyderabad,Furnished,Family,3.0,3,Ashok Nagar
4068,2.0,12000,1140,Super Area,Hyderabad,Semi-Furnished,Family,2.0,2,other
4069,2.0,16000,1000,Super Area,Hyderabad,Semi-Furnished,Both,2.0,2,Ashok Nagar
4070,2.0,13000,1160,Super Area,Hyderabad,Unfurnished,Bachelors,2.0,3,Pragathi Nagar
4071,3.0,22000,2175,Carpet Area,Hyderabad,Furnished,Both,2.0,3,other
4072,1.0,15000,450,Super Area,Hyderabad,Unfurnished,Family,1.0,1,Madhapur
4073,3.0,14000,1540,Super Area,Hyderabad,Unfurnished,Both,2.0,2,Attapur
4074,2.0,8000,1000,Super Area,Hyderabad,Semi-Furnished,Both,2.0,2,other
4075,3.0,57000,1417,Carpet Area,Hyderabad,Furnished,Bachelors,3.0,6,other
4076,3.0,1200,2100,Carpet Area,Hyderabad,Furnished,Both,3.0,1,Uppal
4077,2.0,8000,550,Carpet Area,Hyderabad,Unfurnished,Bachelors,1.0,4,Ram nagar
4078,3.0,15000,1600,Super Area,Hyderabad,Semi-Furnished,Both,3.0,1,Miyapur
4079,2.0,17000,1200,Super Area,Hyderabad,Furnished,Both,2.0,4,Madinaguda
4080,2.0,12000,500,Super Area,Hyderabad,Furnished,Both,2.0,1,Saidabad Colony
4081,3.0,25000,1300,Carpet Area,Hyderabad,Semi-Furnished,Both,2.0,0,Manikonda
4082,2.0,13000,600,Super Area,Hyderabad,Unfurnished,Both,1.0,1,other
4083,3.0,35000,1565,Carpet Area,Hyderabad,Furnished,Both,3.0,1,other
4084,1.0,6500,350,Super Area,Hyderabad,Unfurnished,Both,1.0,2,Langar Houz
4085,2.0,11000,1100,Super Area,Hyderabad,Unfurnished,Both,2.0,1,Padmanabha Nagar
4086,2.0,25000,1200,Super Area,Hyderabad,Semi-Furnished,Both,2.0,1,other
4087,3.0,35000,2000,Super Area,Hyderabad,Furnished,Family,3.0,1,Miyapur
4088,3.0,27000,2175,Super Area,Hyderabad,Semi-Furnished,Both,3.0,3,Toli Chowki
4089,3.0,18000,1400,Super Area,Hyderabad,Unfurnished,Both,3.0,2,Toli Chowki
4090,3.0,20000,1950,Super Area,Hyderabad,Semi-Furnished,Both,3.0,5,Sainikpuri
4091,2.0,8500,130,Carpet Area,Hyderabad,Unfurnished,Both,2.0,1,Rampally
4092,2.0,14000,1300,Super Area,Hyderabad,Semi-Furnished,Both,2.0,0,Bandlaguda Jagir
4093,3.0,35000,1675,Super Area,Hyderabad,Unfurnished,Both,3.0,5,Gachibowli
4094,2.0,16000,1135,Super Area,Hyderabad,Semi-Furnished,Both,2.0,3,Suchitra Circle
4095,3.0,20000,1800,Super Area,Hyderabad,Unfurnished,Both,2.0,3,Banjara Hills
4096,3.0,18000,1400,Super Area,Hyderabad,Furnished,Both,3.0,1,Attapur
4097,4.0,67500,2175,Carpet Area,Hyderabad,Semi-Furnished,Family,3.5,6,other
4098,2.0,10000,950,Super Area,Hyderabad,Unfurnished,Both,2.0,0,Bolarum
4099,2.0,12000,650,Super Area,Hyderabad,Unfurnished,Both,2.0,1,Begumpet
4100,1.0,5300,100,Carpet Area,Hyderabad,Semi-Furnished,Both,1.0,3,other
4101,2.0,11000,950,Carpet Area,Hyderabad,Unfurnished,Bachelors,2.0,2,other
4102,2.0,12000,1000,Carpet Area,Hyderabad,Unfurnished,Bachelors,2.0,1,other
4103,2.0,12000,900,Carpet Area,Hyderabad,Semi-Furnished,Both,1.0,3,other
4104,3.0,20000,1800,Carpet Area,Hyderabad,Semi-Furnished,Both,3.0,6,other
4105,2.0,13000,1000,Super Area,Hyderabad,Unfurnished,Both,2.0,2,Kapra
4106,3.0,22000,1800,Super Area,Hyderabad,Semi-Furnished,Both,3.0,2,Hyder Shah Kote
4107,2.0,15000,1000,Super Area,Hyderabad,Semi-Furnished,Both,2.0,2,Hyderguda
4108,1.0,5400,450,Super Area,Hyderabad,Unfurnished,Both,1.0,1,other
4109,3.0,16500,1771,Super Area,Hyderabad,Unfurnished,Both,3.0,2,other
4110,2.0,12000,1150,Carpet Area,Hyderabad,Furnished,Both,2.0,4,other
4111,2.0,8500,1000,Super Area,Hyderabad,Semi-Furnished,Both,2.0,2,Musheerabad
4112,2.0,14000,1050,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2.0,2,Attapur
4113,3.0,15000,1500,Carpet Area,Hyderabad,Unfurnished,Both,2.0,2,Miyapur
4114,2.0,6000,750,Super Area,Hyderabad,Unfurnished,Both,2.0,1,Ramachandra Puram
4115,2.0,14000,1100,Super Area,Hyderabad,Semi-Furnished,Both,2.0,0,Mehdipatnam
4116,2.0,15000,800,Super Area,Hyderabad,Unfurnished,Both,2.0,0,other
4117,3.0,37000,150,Carpet Area,Hyderabad,Unfurnished,Bachelors,3.0,1,Jubilee Hills
4118,1.0,6500,750,Super Area,Hyderabad,Unfurnished,Both,1.0,2,other
4119,2.0,10000,600,Super Area,Hyderabad,Unfurnished,Both,1.0,2,Borabanda
4120,2.0,12000,1080,Super Area,Hyderabad,Semi-Furnished,Both,2.0,2,Habsiguda
4121,2.0,12000,1100,Super Area,Hyderabad,Unfurnished,Both,2.0,3,Nizampet
4122,2.0,9000,750,Super Area,Hyderabad,Semi-Furnished,Both,2.0,2,Alwal
4123,3.0,60000,2175,Super Area,Hyderabad,Semi-Furnished,Bachelors,3.5,6,other
4124,2.0,18000,1248,Carpet Area,Hyderabad,Semi-Furnished,Both,2.0,4,Kothapet
4125,2.0,14000,1110,Carpet Area,Hyderabad,Semi-Furnished,Both,2.0,2,other
4126,3.0,50000,2175,Carpet Area,Hyderabad,Semi-Furnished,Both,3.0,2,Ashok Nagar
4127,2.0,17000,1000,Carpet Area,Hyderabad,Furnished,Bachelors,2.0,3,Madinaguda
4128,2.0,9000,800,Super Area,Hyderabad,Unfurnished,Both,2.0,4,Old Bowenpally
4129,4.0,67500,2175,Super Area,Hyderabad,Furnished,Both,3.5,3,other
4130,1.0,7500,500,Super Area,Hyderabad,Unfurnished,Both,1.0,1,other
4131,2.0,14000,950,Carpet Area,Hyderabad,Unfurnished,Both,2.0,5,Miyapur
4132,2.0,14000,1374,Super Area,Hyderabad,Semi-Furnished,Both,2.0,2,other
4133,1.0,10000,1300,Carpet Area,Hyderabad,Furnished,Both,1.0,0,other
4134,2.0,17000,1150,Super Area,Hyderabad,Furnished,Both,2.0,5,other
4135,1.0,6500,450,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1.0,2,Kukatpally
4136,2.0,10000,927,Super Area,Hyderabad,Semi-Furnished,Both,2.0,3,Bachupally
4137,3.0,22000,1500,Super Area,Hyderabad,Unfurnished,Both,3.0,4,Rajendra Nagar
